amount,failure_reason,payment_method,customer_success_rate,previous_attempts,hours_since_failure,intervention,recovered,recovered_amount
2008.34,expired_card,upi,0.849,1,55.05,request_card_update,0,0.0
2041.75,network_error,card,0.637,2,10.85,request_alternative_payment,1,2041.75
7154.12,card_declined,upi,0.779,4,1.21,retry_later,0,0.0
5238.62,insufficient_funds,upi,0.655,2,8.15,retry_now,1,5238.62
7755.71,card_declined,upi,0.738,0,25.78,request_alternative_payment,1,7755.71
4302.95,expired_card,card,0.806,3,11.43,request_alternative_payment,0,0.0
6246.07,card_declined,card,0.96,2,4.54,request_card_update,0,0.0
5674.22,card_declined,card,0.889,0,0.35,retry_later,0,0.0
9315.24,card_declined,wallet,0.922,3,14.15,request_alternative_payment,1,9315.24
9535.72,expired_card,card,0.784,0,36.54,retry_later,0,0.0
1368.26,expired_card,upi,0.865,1,76.88,request_card_update,0,0.0
828.3,card_declined,card,0.636,2,22.55,retry_now,0,0.0
11143.25,card_declined,wallet,0.881,0,9.67,request_alternative_payment,1,11143.25
12930.88,insufficient_funds,netbanking,0.779,2,33.61,request_alternative_payment,1,12930.88
2209.88,card_declined,card,0.844,1,10.7,retry_now,0,0.0
1129.27,insufficient_funds,upi,0.761,1,45.33,request_alternative_payment,1,1129.27
5412.25,card_declined,upi,0.792,1,16.29,request_card_update,0,0.0
10528.74,card_declined,netbanking,0.682,0,37.05,request_card_update,0,0.0
21062.91,insufficient_funds,wallet,0.698,0,12.11,retry_now,0,0.0
7557.01,insufficient_funds,upi,0.653,0,41.48,retry_now,0,0.0
3713.83,insufficient_funds,netbanking,0.789,0,16.12,retry_later,1,3713.83
2447.17,insufficient_funds,upi,0.771,1,11.24,request_card_update,0,0.0
5046.02,network_error,card,0.9,1,27.11,retry_later,0,0.0
3935.45,insufficient_funds,upi,0.481,0,5.23,retry_later,1,3935.45
2219.73,insufficient_funds,upi,0.928,2,17.88,request_alternative_payment,1,2219.73
25750.2,expired_card,card,0.378,2,24.58,retry_now,0,0.0
20854.56,insufficient_funds,upi,0.478,0,34.11,request_card_update,1,20854.56
12407.2,expired_card,card,0.396,0,11.36,request_card_update,0,0.0
2393.5,card_declined,card,0.836,1,22.52,request_card_update,1,2393.5
9909.1,network_error,netbanking,0.298,2,10.52,retry_later,1,9909.1
8340.63,card_declined,card,0.652,0,4.67,request_card_update,1,8340.63
7124.04,insufficient_funds,netbanking,0.824,0,25.21,retry_now,0,0.0
13587.77,network_error,card,0.885,4,18.13,retry_later,0,0.0
8312.29,network_error,upi,0.556,1,3.43,retry_now,0,0.0
9038.1,insufficient_funds,wallet,0.959,0,85.51,request_alternative_payment,0,0.0
8322.5,network_error,netbanking,0.665,1,14.74,request_card_update,1,8322.5
6567.09,card_declined,netbanking,0.458,1,1.24,request_card_update,0,0.0
1200.27,expired_card,card,0.814,3,2.65,request_alternative_payment,1,1200.27
5345.93,network_error,card,0.867,4,2.06,request_alternative_payment,1,5345.93
3204.27,insufficient_funds,upi,0.695,0,1.04,request_card_update,0,0.0
1796.01,expired_card,netbanking,0.6,3,4.79,request_alternative_payment,1,1796.01
19199.63,expired_card,netbanking,0.778,2,9.53,request_card_update,0,0.0
19938.13,network_error,upi,0.922,0,23.28,retry_later,1,19938.13
14832.41,insufficient_funds,card,0.762,2,16.18,request_alternative_payment,0,0.0
6132.54,network_error,card,0.802,0,1.39,request_alternative_payment,1,6132.54
14730.76,card_declined,wallet,0.874,0,8.17,retry_now,0,0.0
5048.45,insufficient_funds,upi,0.826,2,69.6,request_alternative_payment,1,5048.45
5880.7,expired_card,netbanking,0.729,0,13.07,retry_later,0,0.0
2084.77,card_declined,upi,0.807,3,15.08,request_card_update,1,2084.77
6869.09,expired_card,wallet,0.719,1,65.96,retry_now,0,0.0
5247.47,network_error,netbanking,0.876,1,10.92,retry_later,1,5247.47
1763.53,insufficient_funds,card,0.81,2,13.66,retry_now,0,0.0
4799.35,expired_card,netbanking,0.613,2,25.54,retry_now,0,0.0
4691.04,card_declined,card,0.76,0,21.42,retry_later,0,0.0
21062.34,card_declined,card,0.919,0,15.79,request_card_update,1,21062.34
10224.72,card_declined,netbanking,0.639,3,70.32,retry_later,0,0.0
5045.99,insufficient_funds,card,0.936,0,10.54,request_card_update,1,5045.99
6101.09,network_error,card,0.757,1,10.7,request_card_update,0,0.0
5180.01,card_declined,upi,0.828,0,18.12,request_card_update,1,5180.01
4250.8,expired_card,wallet,0.822,2,24.62,retry_now,0,0.0
2103.28,expired_card,card,0.892,0,36.95,request_alternative_payment,0,0.0
4430.87,network_error,upi,0.82,2,52.15,retry_now,0,0.0
2752.64,insufficient_funds,upi,0.864,2,21.15,retry_later,1,2752.64
1838.93,network_error,card,0.724,1,2.63,request_alternative_payment,1,1838.93
7526.39,insufficient_funds,upi,0.772,0,0.43,request_card_update,0,0.0
6837.69,network_error,upi,0.666,0,1.54,retry_now,0,0.0
1197.3,card_declined,netbanking,0.827,0,4.94,request_card_update,1,1197.3
4532.57,expired_card,upi,0.896,0,14.9,request_alternative_payment,0,0.0
11089.5,card_declined,wallet,0.651,1,2.58,request_alternative_payment,0,0.0
11667.61,insufficient_funds,netbanking,0.464,1,96.0,request_card_update,0,0.0
11360.1,expired_card,card,0.78,4,79.96,request_alternative_payment,0,0.0
5158.1,card_declined,netbanking,0.908,2,27.82,retry_now,1,5158.1
2543.15,expired_card,upi,0.956,1,1.38,request_card_update,1,2543.15
2101.14,expired_card,card,0.67,2,6.13,retry_now,0,0.0
6587.16,card_declined,upi,0.888,1,21.1,retry_now,0,0.0
6772.44,card_declined,netbanking,0.751,1,10.31,request_card_update,0,0.0
14003.44,card_declined,card,0.799,0,37.01,request_card_update,1,14003.44
12054.3,network_error,card,0.546,2,11.65,request_card_update,1,12054.3
4498.1,expired_card,upi,0.664,0,0.64,request_card_update,1,4498.1
1847.94,insufficient_funds,card,0.653,0,18.57,retry_now,1,1847.94
3873.48,network_error,netbanking,0.65,0,5.71,request_card_update,1,3873.48
5949.0,insufficient_funds,card,0.449,2,8.32,retry_later,0,0.0
4253.62,card_declined,netbanking,0.846,3,16.61,retry_now,0,0.0
3149.12,network_error,netbanking,0.848,1,4.85,retry_now,0,0.0
6121.12,expired_card,card,0.914,3,23.68,request_alternative_payment,1,6121.12
3341.01,card_declined,upi,0.876,1,9.18,request_card_update,1,3341.01
3025.22,card_declined,card,0.612,1,2.39,retry_later,0,0.0
6414.75,insufficient_funds,card,0.787,3,7.21,retry_now,0,0.0
3624.96,insufficient_funds,upi,0.648,1,30.25,retry_now,0,0.0
6078.28,card_declined,card,0.926,1,16.7,request_card_update,1,6078.28
6221.44,expired_card,netbanking,0.931,0,9.69,request_card_update,0,0.0
2009.52,card_declined,upi,0.57,3,25.02,retry_now,0,0.0
3402.28,insufficient_funds,card,0.581,0,56.49,retry_now,1,3402.28
15794.46,network_error,card,0.725,1,15.97,retry_now,1,15794.46
1973.43,insufficient_funds,netbanking,0.931,2,10.67,retry_later,0,0.0
919.54,insufficient_funds,card,0.835,1,6.94,retry_now,0,0.0
1127.45,expired_card,upi,0.903,2,7.39,retry_later,0,0.0
5117.81,insufficient_funds,card,0.728,2,10.48,request_alternative_payment,1,5117.81
5125.21,card_declined,wallet,0.661,3,18.39,retry_now,1,5125.21
4551.01,card_declined,card,0.851,0,43.57,request_card_update,0,0.0
13207.57,insufficient_funds,upi,0.711,0,7.08,request_card_update,0,0.0
589.29,insufficient_funds,upi,0.487,3,1.62,retry_now,0,0.0
6863.28,insufficient_funds,card,0.853,0,13.65,retry_later,0,0.0
17436.9,insufficient_funds,upi,0.565,2,1.47,retry_now,0,0.0
2028.33,expired_card,card,0.827,1,5.7,request_card_update,1,2028.33
3689.88,card_declined,card,0.429,3,1.83,request_alternative_payment,0,0.0
2737.72,card_declined,card,0.842,0,1.95,retry_now,1,2737.72
2444.79,card_declined,upi,0.927,2,6.01,retry_now,1,2444.79
3851.37,expired_card,netbanking,0.713,1,6.15,retry_later,1,3851.37
15664.96,insufficient_funds,card,0.661,0,31.32,retry_later,0,0.0
21744.2,expired_card,netbanking,0.77,1,10.63,retry_later,1,21744.2
3821.67,insufficient_funds,netbanking,0.685,1,8.69,retry_later,1,3821.67
22953.86,expired_card,card,0.813,0,0.59,retry_now,0,0.0
5144.35,insufficient_funds,card,0.956,0,18.9,retry_later,0,0.0
20335.96,insufficient_funds,card,0.741,3,23.41,retry_later,0,0.0
4640.39,card_declined,card,0.455,2,19.26,request_alternative_payment,0,0.0
5552.7,insufficient_funds,netbanking,0.778,2,23.12,request_card_update,0,0.0
6698.06,network_error,upi,0.548,1,3.47,retry_now,1,6698.06
50000.0,network_error,card,0.636,1,13.22,retry_now,0,0.0
9879.54,network_error,upi,0.667,0,14.03,retry_later,1,9879.54
2839.5,insufficient_funds,card,0.935,0,3.46,retry_now,1,2839.5
10855.11,network_error,netbanking,0.783,4,10.57,retry_later,1,10855.11
3743.32,insufficient_funds,upi,0.823,0,15.43,request_card_update,1,3743.32
3379.2,expired_card,card,0.883,1,54.21,retry_later,0,0.0
10343.09,network_error,upi,0.697,3,7.23,request_card_update,1,10343.09
5125.9,card_declined,card,0.711,2,10.94,request_alternative_payment,0,0.0
6248.23,expired_card,wallet,0.526,0,22.96,request_card_update,0,0.0
5056.25,card_declined,card,0.794,1,8.43,retry_now,1,5056.25
6545.02,card_declined,netbanking,0.843,1,3.88,request_alternative_payment,0,0.0
7024.55,insufficient_funds,wallet,0.527,1,6.46,retry_now,1,7024.55
1061.69,network_error,upi,0.833,2,6.71,request_alternative_payment,1,1061.69
8522.38,card_declined,upi,0.682,1,9.61,retry_now,0,0.0
2279.2,insufficient_funds,upi,0.53,2,9.75,request_card_update,0,0.0
1577.12,network_error,card,0.752,1,0.57,request_alternative_payment,1,1577.12
4771.73,insufficient_funds,wallet,0.771,2,13.26,request_alternative_payment,0,0.0
5347.47,network_error,upi,0.769,1,24.52,retry_now,1,5347.47
2870.92,insufficient_funds,netbanking,0.942,2,5.99,retry_later,0,0.0
9720.76,card_declined,upi,0.56,2,17.72,retry_now,1,9720.76
1708.64,expired_card,card,0.51,0,34.81,request_card_update,1,1708.64
3610.63,insufficient_funds,card,0.597,1,9.45,request_card_update,0,0.0
3131.58,network_error,card,0.902,2,7.05,request_alternative_payment,1,3131.58
4817.08,card_declined,card,0.952,1,5.71,request_card_update,1,4817.08
6249.67,expired_card,upi,0.433,1,6.82,request_card_update,0,0.0
2232.5,insufficient_funds,card,0.877,4,0.25,retry_now,0,0.0
8925.07,network_error,wallet,0.695,0,4.62,request_card_update,0,0.0
5258.47,card_declined,card,0.537,1,4.94,retry_now,0,0.0
1100.63,card_declined,upi,0.949,0,17.13,retry_now,0,0.0
1043.48,card_declined,card,0.843,0,38.48,request_alternative_payment,0,0.0
4950.96,card_declined,card,0.872,1,42.64,request_alternative_payment,0,0.0
4189.85,card_declined,upi,0.849,0,18.76,request_card_update,1,4189.85
4602.97,insufficient_funds,card,0.92,0,7.0,request_alternative_payment,0,0.0
4889.31,card_declined,upi,0.621,0,6.74,request_alternative_payment,1,4889.31
5988.77,network_error,upi,0.782,1,7.24,retry_now,1,5988.77
10671.3,card_declined,card,0.608,4,33.06,retry_later,0,0.0
2055.57,insufficient_funds,upi,0.646,2,56.55,retry_now,0,0.0
1957.88,card_declined,card,0.741,2,34.79,request_card_update,0,0.0
2085.02,card_declined,card,0.638,1,2.76,retry_later,0,0.0
6300.14,network_error,netbanking,0.647,0,8.45,request_card_update,0,0.0
13536.58,expired_card,card,0.37,2,13.2,retry_now,0,0.0
3540.85,card_declined,card,0.452,0,9.41,request_card_update,0,0.0
675.76,network_error,upi,0.549,2,5.35,request_alternative_payment,0,0.0
1279.21,insufficient_funds,upi,0.411,1,15.43,retry_now,1,1279.21
2567.69,expired_card,wallet,0.53,1,26.77,request_card_update,1,2567.69
3200.33,insufficient_funds,netbanking,0.809,1,48.1,request_alternative_payment,1,3200.33
3606.46,card_declined,netbanking,0.898,0,10.21,request_alternative_payment,1,3606.46
5156.73,insufficient_funds,upi,0.883,2,27.48,retry_now,1,5156.73
3896.35,insufficient_funds,card,0.753,0,0.25,retry_later,1,3896.35
11575.72,network_error,card,0.607,0,13.73,retry_later,1,11575.72
2911.37,insufficient_funds,netbanking,0.851,1,28.07,retry_now,1,2911.37
2508.25,insufficient_funds,card,0.747,2,8.61,request_card_update,0,0.0
7334.13,insufficient_funds,card,0.911,1,16.19,request_alternative_payment,1,7334.13
1463.64,expired_card,upi,0.625,4,22.49,request_card_update,1,1463.64
6829.09,network_error,netbanking,0.731,0,3.03,request_card_update,0,0.0
5427.51,expired_card,upi,0.801,0,32.63,request_alternative_payment,0,0.0
4443.68,expired_card,card,0.801,3,26.41,retry_later,0,0.0
17815.32,expired_card,wallet,0.893,0,25.49,request_card_update,1,17815.32
3039.44,card_declined,card,0.78,0,24.78,request_alternative_payment,0,0.0
25989.08,insufficient_funds,wallet,0.781,2,0.86,retry_now,0,0.0
4174.91,insufficient_funds,card,0.574,0,6.79,retry_later,1,4174.91
1800.07,insufficient_funds,wallet,0.881,1,6.85,request_card_update,1,1800.07
5287.65,network_error,wallet,0.665,0,11.27,request_alternative_payment,0,0.0
2113.7,insufficient_funds,card,0.944,3,34.57,request_card_update,1,2113.7
2740.21,insufficient_funds,netbanking,0.809,1,17.6,request_card_update,1,2740.21
6869.32,network_error,card,0.663,1,2.56,request_alternative_payment,0,0.0
7798.28,insufficient_funds,card,0.466,1,13.19,retry_later,0,0.0
3039.53,insufficient_funds,card,0.803,0,14.89,retry_now,1,3039.53
11016.15,insufficient_funds,upi,0.812,0,6.8,retry_now,1,11016.15
12622.04,network_error,card,0.854,4,48.56,retry_now,1,12622.04
15775.83,insufficient_funds,upi,0.736,0,8.83,retry_later,0,0.0
7636.72,insufficient_funds,wallet,0.967,0,13.36,retry_now,1,7636.72
14882.42,insufficient_funds,netbanking,0.897,1,8.86,request_alternative_payment,0,0.0
1110.49,network_error,card,0.949,0,0.25,request_alternative_payment,1,1110.49
3877.2,insufficient_funds,upi,0.682,0,15.21,retry_now,0,0.0
2498.86,insufficient_funds,card,0.833,0,24.75,retry_later,1,2498.86
5500.39,expired_card,card,0.76,0,41.66,retry_now,0,0.0
3165.4,expired_card,wallet,0.609,3,6.32,retry_now,0,0.0
4377.65,insufficient_funds,wallet,0.587,0,6.46,request_alternative_payment,0,0.0
22537.44,insufficient_funds,card,0.607,0,32.83,request_alternative_payment,1,22537.44
4365.19,insufficient_funds,card,0.85,2,3.4,retry_now,1,4365.19
6962.03,network_error,card,0.583,1,5.1,retry_later,0,0.0
4152.13,insufficient_funds,card,0.658,1,34.13,request_card_update,0,0.0
5312.21,expired_card,card,0.867,1,31.71,retry_later,0,0.0
5024.12,network_error,card,0.939,1,6.78,request_card_update,1,5024.12
7157.04,card_declined,card,0.463,1,4.74,request_alternative_payment,1,7157.04
12701.04,insufficient_funds,card,0.887,3,6.13,retry_later,1,12701.04
18678.13,expired_card,netbanking,0.795,2,2.39,retry_now,0,0.0
6405.35,network_error,netbanking,0.719,1,8.67,request_card_update,0,0.0
8013.08,network_error,upi,0.697,0,5.83,request_card_update,1,8013.08
1991.22,insufficient_funds,card,0.652,1,18.34,retry_now,1,1991.22
4660.56,network_error,netbanking,0.963,0,7.5,request_alternative_payment,1,4660.56
10608.65,network_error,card,0.645,0,1.4,retry_now,0,0.0
9996.28,expired_card,netbanking,0.626,1,25.47,request_card_update,0,0.0
5922.3,card_declined,card,0.508,1,40.49,retry_now,0,0.0
10160.96,card_declined,wallet,0.939,0,38.97,retry_later,1,10160.96
7404.23,card_declined,card,0.848,1,30.39,retry_later,0,0.0
13061.68,network_error,netbanking,0.815,1,18.18,request_alternative_payment,1,13061.68
6302.37,expired_card,card,0.696,1,6.73,request_card_update,0,0.0
3761.73,card_declined,netbanking,0.547,2,3.41,request_card_update,0,0.0
6541.14,insufficient_funds,upi,0.835,0,3.1,retry_later,0,0.0
479.49,insufficient_funds,card,0.784,0,9.44,retry_now,1,479.49
6792.01,card_declined,netbanking,0.91,1,23.37,request_card_update,0,0.0
300.0,expired_card,card,0.883,1,28.61,retry_later,0,0.0
1259.44,insufficient_funds,upi,0.58,0,5.86,request_card_update,1,1259.44
7176.79,card_declined,card,0.937,0,21.11,retry_now,0,0.0
7326.23,expired_card,netbanking,0.785,0,11.67,request_alternative_payment,1,7326.23
1972.88,card_declined,netbanking,0.831,1,8.37,request_card_update,0,0.0
2828.53,insufficient_funds,upi,0.466,1,19.91,retry_now,0,0.0
14967.34,card_declined,netbanking,0.67,2,78.02,request_card_update,0,0.0
3394.69,card_declined,wallet,0.73,1,15.55,retry_now,0,0.0
30077.4,insufficient_funds,upi,0.822,0,15.55,request_card_update,1,30077.4
4992.33,network_error,card,0.66,2,47.29,retry_now,1,4992.33
6930.05,card_declined,upi,0.997,0,67.64,request_card_update,1,6930.05
18227.61,card_declined,card,0.733,1,6.34,retry_later,1,18227.61
5552.56,card_declined,upi,0.728,1,5.41,retry_later,0,0.0
2242.44,insufficient_funds,card,0.921,0,7.39,request_alternative_payment,1,2242.44
4579.8,insufficient_funds,netbanking,0.854,0,10.72,request_alternative_payment,0,0.0
4859.57,insufficient_funds,upi,0.678,0,36.93,request_card_update,0,0.0
1678.07,insufficient_funds,upi,0.835,1,19.16,retry_later,1,1678.07
4074.6,network_error,card,0.656,1,0.25,retry_later,1,4074.6
2761.25,insufficient_funds,card,0.923,4,6.29,retry_later,0,0.0
10474.29,network_error,netbanking,0.769,1,96.0,request_alternative_payment,0,0.0
5140.38,insufficient_funds,upi,0.821,0,6.35,retry_now,1,5140.38
3987.65,insufficient_funds,wallet,0.493,1,27.42,request_alternative_payment,1,3987.65
4592.81,insufficient_funds,upi,0.855,0,2.92,request_alternative_payment,1,4592.81
5977.1,card_declined,card,0.662,1,1.65,retry_later,0,0.0
8189.8,card_declined,upi,0.769,3,1.31,request_card_update,1,8189.8
2247.16,network_error,upi,0.8,2,1.1,retry_now,0,0.0
2173.13,insufficient_funds,card,0.949,0,12.82,retry_later,1,2173.13
12099.71,card_declined,upi,0.842,0,21.45,retry_later,0,0.0
3595.09,network_error,card,0.797,3,11.22,request_card_update,1,3595.09
1609.57,insufficient_funds,card,0.935,0,0.64,request_alternative_payment,1,1609.57
7131.26,insufficient_funds,card,0.413,2,4.29,retry_later,0,0.0
7243.71,insufficient_funds,upi,0.503,0,17.53,retry_later,1,7243.71
1469.42,insufficient_funds,upi,0.396,0,3.81,request_alternative_payment,1,1469.42
6007.59,expired_card,card,0.87,0,11.9,request_alternative_payment,0,0.0
9006.12,card_declined,netbanking,0.844,0,68.62,retry_now,0,0.0
6745.98,card_declined,netbanking,0.989,0,6.43,request_card_update,1,6745.98
8289.78,network_error,card,0.611,1,34.06,request_alternative_payment,0,0.0
1625.84,card_declined,card,0.899,1,46.3,retry_later,1,1625.84
6516.06,card_declined,card,0.904,1,1.08,retry_later,0,0.0
3924.9,insufficient_funds,card,0.839,0,1.0,request_alternative_payment,1,3924.9
3398.06,card_declined,wallet,0.554,2,29.41,request_card_update,1,3398.06
10033.03,insufficient_funds,netbanking,0.673,0,24.87,request_card_update,0,0.0
16327.61,insufficient_funds,card,0.815,2,5.53,retry_now,0,0.0
21008.64,insufficient_funds,upi,0.938,0,15.54,request_alternative_payment,1,21008.64
14314.66,network_error,card,0.957,1,1.94,retry_now,1,14314.66
4579.78,network_error,card,0.649,2,78.27,retry_later,0,0.0
6630.06,network_error,card,0.748,1,30.17,request_card_update,1,6630.06
9234.04,insufficient_funds,card,0.984,1,81.93,retry_now,1,9234.04
5508.98,expired_card,card,0.564,1,0.75,retry_later,0,0.0
5551.4,insufficient_funds,card,0.726,1,13.51,retry_now,0,0.0
9664.32,network_error,card,0.601,0,14.7,retry_later,0,0.0
4768.4,network_error,upi,0.584,0,5.0,request_alternative_payment,1,4768.4
2789.91,card_declined,upi,0.869,2,26.6,retry_now,0,0.0
3588.95,card_declined,card,0.663,2,3.85,request_card_update,1,3588.95
8302.58,network_error,upi,0.834,0,5.03,retry_later,1,8302.58
5011.99,network_error,card,0.745,2,13.44,retry_now,0,0.0
6564.04,insufficient_funds,wallet,0.653,2,6.54,request_card_update,0,0.0
8546.32,network_error,card,0.87,1,7.29,retry_now,1,8546.32
3704.56,insufficient_funds,upi,0.735,4,38.77,request_alternative_payment,0,0.0
9156.25,card_declined,card,0.578,0,38.54,retry_later,0,0.0
6770.07,card_declined,card,0.934,0,2.54,retry_now,1,6770.07
1861.88,network_error,upi,0.907,0,24.63,retry_later,1,1861.88
15851.78,card_declined,netbanking,0.917,0,13.64,retry_later,0,0.0
3349.6,insufficient_funds,wallet,0.725,2,7.16,retry_later,0,0.0
1330.24,card_declined,upi,0.883,1,46.05,retry_later,1,1330.24
2167.13,insufficient_funds,card,0.927,0,96.0,retry_now,0,0.0
2209.14,card_declined,netbanking,0.732,2,19.73,retry_now,0,0.0
5213.11,card_declined,card,0.813,0,26.84,request_card_update,0,0.0
4016.29,network_error,upi,0.815,1,2.66,retry_later,1,4016.29
3818.94,insufficient_funds,netbanking,0.767,4,0.91,request_card_update,1,3818.94
8208.74,insufficient_funds,card,0.715,0,7.14,retry_now,0,0.0
6562.28,card_declined,upi,0.414,2,45.83,request_alternative_payment,1,6562.28
6438.38,insufficient_funds,card,0.915,0,3.9,request_alternative_payment,1,6438.38
6939.99,insufficient_funds,card,0.772,0,11.35,request_alternative_payment,1,6939.99
8185.35,card_declined,wallet,0.869,0,48.6,retry_now,0,0.0
925.96,card_declined,card,0.69,2,1.67,retry_now,0,0.0
3735.52,insufficient_funds,card,0.557,0,9.6,retry_later,0,0.0
873.95,card_declined,upi,0.412,0,22.68,request_alternative_payment,0,0.0
5146.34,expired_card,card,0.719,0,29.68,retry_now,1,5146.34
4981.5,card_declined,card,0.908,1,24.59,retry_now,1,4981.5
11540.51,insufficient_funds,card,0.863,0,34.94,request_card_update,1,11540.51
12929.94,insufficient_funds,upi,0.874,0,79.37,retry_now,0,0.0
5880.6,insufficient_funds,card,0.726,1,27.28,request_card_update,0,0.0
3350.63,card_declined,netbanking,0.595,1,8.88,request_card_update,0,0.0
7371.1,network_error,card,0.726,0,16.84,retry_now,1,7371.1
3277.57,insufficient_funds,wallet,0.792,4,2.8,retry_now,0,0.0
4994.43,insufficient_funds,card,0.801,0,25.08,request_alternative_payment,1,4994.43
11004.97,insufficient_funds,card,0.793,2,22.64,retry_later,0,0.0
3200.22,insufficient_funds,wallet,0.632,1,7.71,request_card_update,1,3200.22
9525.58,expired_card,netbanking,0.854,1,5.77,retry_later,1,9525.58
8596.53,insufficient_funds,card,0.766,2,8.97,request_card_update,1,8596.53
2329.39,insufficient_funds,card,0.458,0,12.6,request_alternative_payment,1,2329.39
10897.72,card_declined,netbanking,0.797,3,21.02,retry_now,0,0.0
8743.33,insufficient_funds,card,0.727,2,15.51,retry_later,0,0.0
5424.79,insufficient_funds,card,0.876,2,1.44,request_alternative_payment,0,0.0
2717.14,card_declined,upi,0.377,4,6.98,retry_later,0,0.0
2514.5,insufficient_funds,netbanking,0.621,3,6.92,request_alternative_payment,1,2514.5
3252.12,insufficient_funds,upi,0.963,0,30.68,request_alternative_payment,1,3252.12
7717.68,card_declined,upi,0.468,3,7.81,retry_later,0,0.0
2327.83,card_declined,wallet,0.677,2,3.86,request_card_update,1,2327.83
7095.41,insufficient_funds,card,0.901,1,4.78,request_card_update,0,0.0
1851.57,expired_card,netbanking,0.709,1,24.81,request_card_update,1,1851.57
4246.87,insufficient_funds,card,0.791,1,11.74,retry_now,1,4246.87
5458.4,expired_card,upi,0.876,1,40.91,retry_now,1,5458.4
35358.61,expired_card,upi,0.813,1,25.74,request_card_update,1,35358.61
1661.28,card_declined,card,0.8,1,35.83,request_card_update,0,0.0
16233.05,insufficient_funds,upi,0.704,2,18.19,retry_now,0,0.0
5636.77,network_error,netbanking,0.923,4,96.0,request_card_update,1,5636.77
6947.46,card_declined,upi,0.909,2,8.57,retry_now,0,0.0
5496.53,insufficient_funds,card,0.597,3,21.99,request_card_update,0,0.0
7136.48,card_declined,card,0.878,4,10.7,request_alternative_payment,0,0.0
4421.55,card_declined,upi,0.882,2,41.4,request_card_update,0,0.0
16001.43,expired_card,upi,0.79,0,45.73,request_card_update,1,16001.43
3470.37,network_error,card,0.787,1,17.39,retry_now,1,3470.37
12369.4,expired_card,card,0.823,3,15.15,request_alternative_payment,0,0.0
2986.03,network_error,upi,0.878,0,4.28,retry_later,1,2986.03
4764.71,card_declined,card,0.781,2,18.07,request_card_update,0,0.0
2120.96,card_declined,card,0.865,3,22.06,request_card_update,1,2120.96
7195.51,expired_card,card,0.747,2,8.42,request_alternative_payment,1,7195.51
15887.6,expired_card,upi,0.542,3,49.65,retry_later,0,0.0
4699.96,network_error,wallet,0.626,2,34.54,request_alternative_payment,1,4699.96
4271.35,network_error,upi,0.487,4,0.28,request_alternative_payment,0,0.0
2049.8,card_declined,card,0.817,4,0.25,retry_now,0,0.0
4162.03,insufficient_funds,netbanking,0.594,1,31.74,request_alternative_payment,0,0.0
1398.22,expired_card,card,0.722,1,2.0,retry_now,0,0.0
2408.82,insufficient_funds,wallet,0.581,3,16.47,retry_now,0,0.0
5994.65,insufficient_funds,card,0.859,2,21.13,request_alternative_payment,0,0.0
14362.9,card_declined,wallet,0.839,1,3.28,request_card_update,0,0.0
47314.02,card_declined,netbanking,0.691,2,11.84,retry_now,1,47314.02
3127.3,card_declined,netbanking,0.876,0,26.48,request_alternative_payment,1,3127.3
15763.2,insufficient_funds,card,0.63,4,2.95,request_card_update,1,15763.2
6076.57,insufficient_funds,netbanking,0.635,1,2.57,request_card_update,0,0.0
4430.18,insufficient_funds,upi,0.622,0,28.07,retry_later,0,0.0
7067.55,insufficient_funds,card,0.742,1,2.62,request_card_update,0,0.0
5253.9,insufficient_funds,upi,0.803,1,4.16,retry_later,0,0.0
5461.67,network_error,upi,0.77,4,13.09,retry_now,0,0.0
3606.62,insufficient_funds,wallet,0.84,1,2.22,retry_now,0,0.0
1633.87,card_declined,netbanking,0.841,0,58.17,request_alternative_payment,1,1633.87
1454.32,insufficient_funds,card,0.907,0,31.97,retry_later,1,1454.32
8432.0,card_declined,upi,0.852,1,11.32,retry_now,0,0.0
4007.14,expired_card,card,0.9,3,16.78,retry_now,0,0.0
3103.61,insufficient_funds,card,0.812,1,1.29,request_alternative_payment,1,3103.61
5034.14,insufficient_funds,netbanking,0.636,4,5.25,request_card_update,1,5034.14
9444.04,network_error,upi,0.82,0,1.17,retry_later,1,9444.04
5776.1,insufficient_funds,netbanking,0.76,1,7.81,retry_now,1,5776.1
2958.24,network_error,upi,0.86,4,12.71,request_alternative_payment,1,2958.24
13336.07,expired_card,card,0.935,1,8.39,retry_later,0,0.0
17686.23,card_declined,upi,0.884,1,21.18,request_alternative_payment,0,0.0
7426.71,expired_card,card,0.843,0,1.03,request_card_update,1,7426.71
10895.71,card_declined,wallet,0.584,2,2.38,request_alternative_payment,1,10895.71
13504.27,card_declined,wallet,0.61,3,4.12,request_card_update,0,0.0
12348.29,insufficient_funds,netbanking,0.634,1,1.4,request_card_update,0,0.0
8172.03,insufficient_funds,netbanking,0.64,3,9.76,request_card_update,1,8172.03
8069.69,insufficient_funds,upi,0.946,0,14.26,retry_later,0,0.0
7577.37,card_declined,upi,0.901,2,11.72,retry_now,0,0.0
2078.34,card_declined,netbanking,0.691,0,0.46,request_alternative_payment,0,0.0
8758.43,insufficient_funds,card,0.881,0,10.28,retry_now,0,0.0
1690.1,card_declined,netbanking,0.835,1,3.49,retry_now,0,0.0
2647.88,insufficient_funds,card,0.678,1,23.36,retry_now,0,0.0
14186.49,insufficient_funds,netbanking,0.795,1,6.58,retry_now,1,14186.49
