amount,failure_reason,payment_method,customer_success_rate,customer_tenure_days,historical_payments,historical_failed_payments,historical_recovered_payments,historical_recovery_rate,days_since_last_success,previous_attempts,hours_since_failure,payment_hour,previous_recovery_attempts,previous_recovery_success,customer_recovery_history,intervention,recovered,recovered_amount
7843.81,network_error,netbanking,0.871,547,8,1,1,1.0,25.01,0,54.43,4,4,4,1.0,retry_later,1,7843.81
5070.64,card_declined,netbanking,0.901,369,17,0,0,0.0,35.49,0,7.95,16,0,0,0.0,request_card_update,0,0.0
2199.7,insufficient_funds,card,0.776,190,22,7,5,0.7142857142857143,14.19,0,5.67,11,0,0,0.0,request_card_update,1,2199.7
3378.15,insufficient_funds,card,0.811,606,21,3,3,1.0,0.53,2,28.38,8,3,2,0.6666666666666666,request_card_update,1,3378.15
1896.31,card_declined,upi,0.78,134,17,1,1,1.0,12.32,1,0.27,17,1,1,1.0,retry_later,1,1896.31
1797.63,network_error,card,0.921,260,19,0,0,0.0,9.54,0,19.02,1,1,1,1.0,retry_now,1,1797.63
6895.28,insufficient_funds,card,0.751,292,19,5,2,0.4,1.58,0,7.33,15,1,1,1.0,request_card_update,1,6895.28
2035.81,card_declined,card,0.797,402,19,6,6,1.0,34.33,1,3.85,16,0,0,0.0,retry_now,1,2035.81
6456.46,insufficient_funds,card,0.831,624,18,0,0,0.0,40.88,0,47.08,17,0,0,0.0,retry_now,0,0.0
1764.7,card_declined,card,0.873,845,16,1,1,1.0,20.88,2,4.78,4,0,0,0.0,request_card_update,1,1764.7
6337.88,card_declined,card,0.843,373,16,3,2,0.6666666666666666,81.7,2,92.81,15,0,0,0.0,retry_now,1,6337.88
3382.08,insufficient_funds,card,0.788,401,18,4,3,0.75,8.44,1,3.5,21,1,1,1.0,request_card_update,0,0.0
15405.59,insufficient_funds,upi,0.523,891,20,9,6,0.6666666666666666,35.21,1,23.31,5,0,0,0.0,request_alternative_payment,0,0.0
6478.01,insufficient_funds,card,0.914,468,25,3,3,1.0,3.09,2,8.33,4,4,4,1.0,request_alternative_payment,1,6478.01
13437.7,card_declined,card,0.922,991,28,1,1,1.0,1.92,1,8.36,8,0,0,0.0,request_card_update,0,0.0
2731.69,expired_card,netbanking,0.357,503,22,11,5,0.45454545454545453,70.54,4,34.77,5,1,0,0.0,retry_later,0,0.0
5229.69,insufficient_funds,upi,0.929,632,19,2,2,1.0,89.82,2,18.04,12,1,1,1.0,request_alternative_payment,1,5229.69
2280.9,card_declined,netbanking,0.705,145,19,3,1,0.3333333333333333,3.94,1,51.8,11,1,1,1.0,retry_now,0,0.0
3591.44,card_declined,wallet,0.701,424,18,4,2,0.5,31.31,1,39.54,14,2,2,1.0,retry_later,0,0.0
4054.2,card_declined,upi,0.778,796,17,5,5,1.0,46.39,1,8.61,22,0,0,0.0,retry_later,1,4054.2
2797.57,insufficient_funds,netbanking,0.704,183,19,4,1,0.25,164.31,1,0.62,0,1,1,1.0,request_alternative_payment,1,2797.57
1890.87,insufficient_funds,card,0.885,359,20,1,1,1.0,29.88,0,3.62,0,1,1,1.0,retry_later,0,0.0
1613.85,expired_card,upi,0.786,587,20,2,2,1.0,0.96,2,10.62,23,2,2,1.0,retry_later,1,1613.85
769.23,expired_card,upi,0.346,508,23,17,8,0.47058823529411764,2.75,2,0.61,8,0,0,0.0,request_card_update,1,769.23
2147.62,card_declined,upi,0.787,615,23,7,5,0.7142857142857143,0.5,3,35.73,15,1,0,0.0,retry_now,0,0.0
8260.07,card_declined,card,0.735,777,15,5,4,0.8,180.0,1,6.01,17,2,2,1.0,request_alternative_payment,1,8260.07
1391.86,insufficient_funds,wallet,0.855,886,19,4,2,0.5,45.37,1,28.27,14,3,3,1.0,retry_later,1,1391.86
1673.54,insufficient_funds,card,0.612,589,23,11,7,0.6363636363636364,30.09,0,1.22,22,0,0,0.0,request_alternative_payment,1,1673.54
20950.38,insufficient_funds,netbanking,0.959,233,25,0,0,0.0,20.44,3,8.97,1,3,3,1.0,request_card_update,1,20950.38
3004.89,network_error,wallet,0.618,603,13,4,2,0.5,11.73,0,7.99,12,0,0,0.0,request_card_update,1,3004.89
6464.17,insufficient_funds,netbanking,0.846,355,15,2,1,0.5,13.36,1,20.21,5,1,0,0.0,retry_now,0,0.0
8358.61,insufficient_funds,card,0.871,426,15,3,1,0.3333333333333333,5.15,0,33.53,11,1,1,1.0,request_card_update,1,8358.61
8494.84,insufficient_funds,card,0.869,450,18,1,1,1.0,1.17,1,22.49,22,2,2,1.0,retry_now,1,8494.84
1479.33,insufficient_funds,upi,0.866,833,20,4,4,1.0,40.63,1,18.78,12,1,1,1.0,request_card_update,1,1479.33
4156.15,card_declined,upi,0.715,692,17,6,5,0.8333333333333334,34.65,2,7.94,18,0,0,0.0,retry_later,0,0.0
1370.06,card_declined,card,0.624,206,20,8,6,0.75,4.89,1,6.19,8,0,0,0.0,request_alternative_payment,0,0.0
35392.23,card_declined,upi,0.596,454,14,4,4,1.0,19.8,3,23.64,9,3,3,1.0,retry_now,1,35392.23
1395.9,card_declined,wallet,0.842,391,21,4,4,1.0,9.54,1,12.03,19,2,2,1.0,retry_now,1,1395.9
2162.29,card_declined,card,0.663,395,19,4,3,0.75,30.77,0,4.46,15,1,1,1.0,retry_later,0,0.0
2174.84,network_error,card,0.523,485,17,2,1,0.5,51.86,0,8.37,0,3,2,0.6666666666666666,retry_now,1,2174.84
1510.0,insufficient_funds,upi,0.748,519,18,3,2,0.6666666666666666,40.4,1,9.61,20,3,3,1.0,retry_now,1,1510.0
14753.98,insufficient_funds,upi,0.881,30,17,0,0,0.0,23.14,1,11.51,1,2,2,1.0,retry_now,0,0.0
34722.79,expired_card,wallet,0.91,182,16,2,2,1.0,37.44,0,5.34,16,0,0,0.0,retry_now,0,0.0
3417.26,network_error,upi,0.857,211,16,3,3,1.0,23.68,0,22.58,22,3,2,0.6666666666666666,request_card_update,1,3417.26
1738.63,card_declined,card,0.602,583,13,8,3,0.375,29.44,1,1.5,8,1,1,1.0,request_card_update,1,1738.63
835.18,insufficient_funds,upi,0.851,777,27,4,4,1.0,27.2,0,10.62,21,4,2,0.5,request_alternative_payment,1,835.18
4112.99,insufficient_funds,netbanking,0.945,410,23,1,1,1.0,10.08,0,1.5,22,2,2,1.0,retry_later,1,4112.99
3881.98,insufficient_funds,card,0.426,345,15,11,6,0.5454545454545454,43.03,2,4.96,3,1,0,0.0,request_alternative_payment,0,0.0
2969.52,expired_card,card,0.855,389,20,3,1,0.3333333333333333,24.22,2,15.89,6,1,1,1.0,retry_later,1,2969.52
5968.75,card_declined,upi,0.935,560,25,1,1,1.0,0.74,2,17.49,19,2,2,1.0,retry_now,1,5968.75
6859.1,insufficient_funds,card,0.784,506,15,2,2,1.0,1.89,0,15.81,17,0,0,0.0,request_card_update,1,6859.1
6474.71,insufficient_funds,wallet,0.931,697,17,0,0,0.0,53.04,3,16.51,18,1,1,1.0,request_alternative_payment,0,0.0
3882.73,insufficient_funds,card,0.657,147,24,12,9,0.75,19.98,0,6.18,1,3,3,1.0,retry_now,1,3882.73
2071.23,insufficient_funds,card,0.919,613,20,2,2,1.0,40.2,1,10.75,12,2,2,1.0,request_alternative_payment,1,2071.23
8517.34,card_declined,wallet,0.762,700,12,5,5,1.0,12.99,2,12.0,17,2,2,1.0,request_alternative_payment,1,8517.34
5050.31,card_declined,card,0.951,316,18,1,1,1.0,15.04,1,10.27,0,0,0,0.0,retry_later,1,5050.31
10176.94,expired_card,card,0.809,206,17,8,7,0.875,16.14,0,2.16,3,2,2,1.0,request_alternative_payment,0,0.0
9407.42,network_error,card,0.801,602,12,4,3,0.75,63.27,1,20.36,2,1,1,1.0,request_card_update,1,9407.42
1603.24,expired_card,wallet,0.795,418,22,1,1,1.0,33.08,1,9.58,22,0,0,0.0,request_alternative_payment,0,0.0
1587.34,expired_card,wallet,0.698,495,29,12,8,0.6666666666666666,39.72,1,6.08,7,2,1,0.5,retry_later,1,1587.34
2731.92,expired_card,card,0.711,841,13,5,4,0.8,50.15,0,25.5,7,1,1,1.0,retry_later,1,2731.92
2147.76,expired_card,upi,0.922,519,14,1,1,1.0,14.98,0,17.21,0,6,5,0.8333333333333334,request_card_update,1,2147.76
9148.95,insufficient_funds,upi,0.611,114,18,10,7,0.7,8.34,2,38.44,14,0,0,0.0,retry_later,0,0.0
6622.58,insufficient_funds,card,0.885,358,16,3,3,1.0,32.86,0,19.9,2,1,1,1.0,retry_now,1,6622.58
12046.63,insufficient_funds,card,0.843,1035,14,2,2,1.0,30.17,1,13.95,11,2,2,1.0,retry_now,1,12046.63
6866.31,card_declined,netbanking,0.842,555,13,3,3,1.0,3.8,0,9.92,3,1,1,1.0,request_alternative_payment,1,6866.31
5908.3,network_error,card,0.954,772,17,1,1,1.0,13.13,1,6.1,10,1,1,1.0,request_card_update,0,0.0
13055.66,insufficient_funds,upi,0.825,412,8,1,1,1.0,4.96,3,13.34,16,1,1,1.0,request_alternative_payment,1,13055.66
7280.65,network_error,card,0.866,507,17,2,2,1.0,10.08,0,8.13,15,2,2,1.0,retry_later,1,7280.65
5279.96,network_error,upi,0.689,299,22,4,3,0.75,48.38,2,8.03,16,0,0,0.0,request_card_update,1,5279.96
16343.01,card_declined,card,0.702,212,18,6,4,0.6666666666666666,9.46,2,49.26,1,1,1,1.0,retry_now,1,16343.01
5482.62,card_declined,card,0.618,385,19,10,8,0.8,35.7,3,39.02,14,0,0,0.0,retry_later,1,5482.62
3919.51,insufficient_funds,card,0.638,376,26,8,3,0.375,23.04,0,40.66,11,1,1,1.0,retry_later,1,3919.51
2557.88,card_declined,wallet,0.984,226,20,0,0,0.0,11.48,2,29.9,21,0,0,0.0,retry_now,0,0.0
8774.57,insufficient_funds,card,0.851,511,24,4,3,0.75,33.41,1,6.48,23,1,0,0.0,request_alternative_payment,1,8774.57
13451.33,card_declined,card,0.627,289,16,7,5,0.7142857142857143,11.1,4,22.74,11,1,1,1.0,retry_later,0,0.0
4801.69,insufficient_funds,card,0.902,515,16,1,1,1.0,27.27,1,29.87,1,0,0,0.0,request_alternative_payment,1,4801.69
14235.95,insufficient_funds,card,0.855,175,18,2,2,1.0,6.16,1,3.98,6,2,1,0.5,request_alternative_payment,1,14235.95
1033.99,card_declined,netbanking,0.814,309,20,2,1,0.5,10.45,1,6.35,1,0,0,0.0,retry_later,1,1033.99
4783.03,card_declined,card,0.804,1322,17,6,6,1.0,23.27,3,4.46,0,1,1,1.0,request_card_update,1,4783.03
4842.17,card_declined,upi,0.764,205,13,2,2,1.0,54.99,0,13.33,17,1,1,1.0,request_card_update,1,4842.17
2795.03,expired_card,upi,0.631,399,18,6,6,1.0,9.41,0,12.4,15,6,4,0.6666666666666666,request_alternative_payment,1,2795.03
33667.29,insufficient_funds,netbanking,0.627,358,21,8,4,0.5,9.22,0,3.69,0,0,0,0.0,request_card_update,1,33667.29
4742.12,expired_card,netbanking,0.835,826,20,3,2,0.6666666666666666,23.58,0,14.26,14,0,0,0.0,request_alternative_payment,0,0.0
3608.36,insufficient_funds,card,0.819,256,12,0,0,0.0,6.76,1,13.14,5,0,0,0.0,request_alternative_payment,0,0.0
5104.93,insufficient_funds,netbanking,0.884,651,26,3,2,0.6666666666666666,78.74,2,9.37,6,0,0,0.0,retry_later,0,0.0
1007.21,expired_card,netbanking,0.916,379,15,0,0,0.0,28.94,1,1.04,3,0,0,0.0,retry_later,0,0.0
2722.48,network_error,wallet,0.916,759,22,2,2,1.0,26.19,0,37.86,12,0,0,0.0,request_alternative_payment,1,2722.48
10979.5,card_declined,wallet,0.936,539,14,1,1,1.0,5.67,1,3.16,13,1,1,1.0,request_card_update,1,10979.5
3023.1,network_error,upi,0.942,587,23,0,0,0.0,6.74,1,7.16,21,0,0,0.0,request_card_update,0,0.0
2576.26,card_declined,card,0.564,405,20,5,4,0.8,26.38,2,17.04,15,2,1,0.5,request_alternative_payment,1,2576.26
14254.3,network_error,card,0.688,106,21,3,2,0.6666666666666666,34.02,3,3.86,7,1,1,1.0,retry_now,1,14254.3
14609.05,insufficient_funds,netbanking,0.772,488,16,2,1,0.5,2.87,1,25.19,0,0,0,0.0,request_alternative_payment,1,14609.05
7561.2,network_error,wallet,0.918,956,15,0,0,0.0,20.09,0,30.64,21,1,1,1.0,request_card_update,1,7561.2
3474.13,expired_card,card,0.713,936,23,4,3,0.75,3.94,1,0.97,5,0,0,0.0,request_alternative_payment,1,3474.13
4128.28,expired_card,upi,0.615,517,15,4,3,0.75,27.55,1,12.45,16,4,2,0.5,request_card_update,0,0.0
2627.72,network_error,card,0.771,371,17,2,1,0.5,15.65,0,29.55,12,0,0,0.0,retry_later,1,2627.72
2256.06,network_error,card,0.641,375,13,7,4,0.5714285714285714,0.5,2,16.8,3,0,0,0.0,request_alternative_payment,1,2256.06
2168.22,card_declined,card,0.908,562,16,2,2,1.0,31.0,0,30.91,0,0,0,0.0,request_card_update,1,2168.22
3049.55,card_declined,card,0.766,804,19,2,1,0.5,20.57,1,21.77,22,0,0,0.0,request_card_update,0,0.0
2185.1,expired_card,upi,0.784,382,21,7,5,0.7142857142857143,24.45,2,19.48,9,1,0,0.0,retry_now,1,2185.1
1431.14,card_declined,card,0.932,425,18,2,2,1.0,61.75,1,14.84,1,1,1,1.0,request_card_update,1,1431.14
5959.34,card_declined,upi,0.586,644,19,9,6,0.6666666666666666,15.41,4,37.0,18,1,1,1.0,retry_later,0,0.0
6032.22,network_error,upi,0.783,742,17,6,6,1.0,36.44,0,9.75,21,0,0,0.0,request_card_update,1,6032.22
19493.33,insufficient_funds,netbanking,0.815,595,18,4,4,1.0,48.66,1,58.3,7,0,0,0.0,retry_later,0,0.0
2929.31,network_error,card,0.771,158,13,3,3,1.0,18.28,3,5.41,19,2,2,1.0,retry_later,1,2929.31
6336.45,network_error,card,0.924,171,20,2,2,1.0,33.75,2,8.34,21,2,2,1.0,request_card_update,1,6336.45
6421.22,insufficient_funds,upi,0.591,354,9,1,1,1.0,66.79,2,22.52,10,0,0,0.0,request_card_update,0,0.0
4081.11,insufficient_funds,upi,0.848,310,18,1,1,1.0,27.47,0,1.5,23,3,1,0.3333333333333333,request_alternative_payment,1,4081.11
9069.39,network_error,card,0.873,288,13,2,2,1.0,15.69,0,22.44,20,0,0,0.0,retry_now,1,9069.39
9296.34,insufficient_funds,upi,0.909,829,23,1,1,1.0,43.53,0,11.53,7,0,0,0.0,request_alternative_payment,1,9296.34
6497.17,expired_card,wallet,0.816,416,13,4,3,0.75,29.72,0,9.65,4,1,1,1.0,request_card_update,1,6497.17
4075.23,insufficient_funds,card,0.688,342,12,3,3,1.0,18.31,1,25.1,12,1,1,1.0,retry_now,1,4075.23
3756.22,insufficient_funds,card,0.735,706,18,4,3,0.75,14.12,1,0.42,14,0,0,0.0,retry_now,1,3756.22
1674.03,insufficient_funds,wallet,0.902,585,14,2,2,1.0,1.89,0,13.84,7,1,1,1.0,request_alternative_payment,1,1674.03
2624.01,network_error,netbanking,0.714,232,17,4,3,0.75,0.5,1,3.44,17,0,0,0.0,retry_now,0,0.0
3039.92,card_declined,card,0.911,624,25,3,3,1.0,16.31,1,5.8,9,0,0,0.0,request_card_update,0,0.0
2034.52,network_error,netbanking,0.441,402,12,6,3,0.5,25.46,0,4.31,21,1,1,1.0,retry_now,1,2034.52
7109.11,expired_card,card,0.779,364,21,5,5,1.0,11.82,4,30.46,7,0,0,0.0,retry_later,1,7109.11
13023.3,card_declined,netbanking,0.766,688,15,4,4,1.0,2.43,3,13.88,23,0,0,0.0,request_alternative_payment,0,0.0
2418.11,insufficient_funds,upi,0.759,553,26,9,9,1.0,48.46,1,8.15,13,1,1,1.0,retry_now,1,2418.11
6272.6,insufficient_funds,upi,0.745,686,18,7,7,1.0,0.92,2,16.97,12,0,0,0.0,request_card_update,0,0.0
2186.17,expired_card,wallet,0.436,676,15,9,4,0.4444444444444444,9.8,2,30.1,3,1,0,0.0,request_alternative_payment,0,0.0
3917.68,insufficient_funds,netbanking,0.684,589,17,10,5,0.5,60.61,4,2.98,6,2,2,1.0,retry_later,1,3917.68
2878.23,expired_card,card,0.93,247,21,3,3,1.0,24.13,1,9.75,12,1,1,1.0,retry_later,1,2878.23
8092.64,expired_card,upi,0.556,902,15,7,3,0.42857142857142855,7.24,2,8.55,6,2,2,1.0,request_card_update,0,0.0
2904.92,card_declined,netbanking,0.983,375,13,1,1,1.0,9.18,1,12.78,0,1,1,1.0,request_card_update,1,2904.92
11231.99,card_declined,upi,0.837,169,27,1,1,1.0,5.74,2,3.45,5,0,0,0.0,retry_now,0,0.0
4107.69,expired_card,card,0.683,720,19,5,4,0.8,6.76,2,6.75,18,1,0,0.0,retry_now,1,4107.69
2973.55,network_error,card,0.878,332,23,1,1,1.0,24.69,3,12.15,3,0,0,0.0,retry_now,1,2973.55
1834.54,network_error,wallet,0.714,769,26,9,7,0.7777777777777778,6.54,2,84.75,10,2,2,1.0,retry_now,1,1834.54
6122.69,card_declined,card,0.717,445,22,6,4,0.6666666666666666,42.38,1,7.61,15,0,0,0.0,retry_now,0,0.0
10232.95,card_declined,upi,0.9,619,22,1,0,0.0,36.4,2,7.9,22,1,1,1.0,retry_now,1,10232.95
6222.02,card_declined,upi,0.745,704,25,8,7,0.875,9.06,2,2.49,15,0,0,0.0,retry_later,1,6222.02
29979.18,expired_card,card,0.613,440,16,3,1,0.3333333333333333,34.83,1,8.16,8,3,3,1.0,request_alternative_payment,1,29979.18
15693.83,card_declined,card,0.815,352,11,3,3,1.0,87.99,1,9.95,1,3,2,0.6666666666666666,request_card_update,1,15693.83
3909.52,network_error,card,0.837,183,19,4,3,0.75,28.34,1,1.69,20,2,2,1.0,retry_later,1,3909.52
3876.82,insufficient_funds,card,0.854,187,17,3,3,1.0,4.96,0,14.45,22,0,0,0.0,request_alternative_payment,1,3876.82
7280.47,expired_card,netbanking,0.865,422,26,3,3,1.0,15.63,1,33.47,14,0,0,0.0,request_card_update,1,7280.47
2557.48,card_declined,card,0.933,249,18,1,1,1.0,17.64,0,35.65,19,0,0,0.0,request_card_update,1,2557.48
12711.01,network_error,card,0.898,586,15,3,3,1.0,27.62,0,5.99,13,1,1,1.0,request_card_update,1,12711.01
6677.33,insufficient_funds,upi,0.826,201,21,3,3,1.0,39.26,1,13.02,19,5,4,0.8,request_alternative_payment,1,6677.33
6138.65,expired_card,netbanking,0.551,346,24,9,6,0.6666666666666666,99.88,0,3.75,22,1,0,0.0,retry_now,0,0.0
8662.48,network_error,card,0.893,207,9,0,0,0.0,15.74,0,2.02,16,1,1,1.0,retry_now,1,8662.48
19840.03,card_declined,card,0.591,507,25,8,6,0.75,16.73,0,24.61,2,3,2,0.6666666666666666,retry_later,0,0.0
5732.79,insufficient_funds,upi,0.894,606,17,3,3,1.0,71.26,1,21.72,13,1,1,1.0,request_alternative_payment,1,5732.79
4567.68,insufficient_funds,upi,0.629,422,19,2,1,0.5,10.75,0,10.59,6,2,2,1.0,request_alternative_payment,1,4567.68
16716.79,insufficient_funds,upi,0.886,519,14,3,2,0.6666666666666666,18.93,0,14.23,6,2,2,1.0,retry_now,1,16716.79
10842.55,insufficient_funds,card,0.885,478,17,4,4,1.0,11.3,1,19.31,12,1,1,1.0,retry_later,1,10842.55
3867.68,card_declined,netbanking,0.752,211,26,8,8,1.0,21.11,0,34.23,15,2,1,0.5,request_card_update,0,0.0
5020.79,card_declined,upi,0.772,340,14,2,2,1.0,28.06,1,1.21,6,3,3,1.0,retry_later,0,0.0
5845.91,card_declined,netbanking,0.892,1187,14,1,1,1.0,9.66,0,1.2,8,1,1,1.0,retry_later,1,5845.91
6678.47,network_error,wallet,0.726,158,12,2,2,1.0,7.46,0,3.75,13,1,0,0.0,request_alternative_payment,1,6678.47
1689.04,card_declined,upi,0.463,293,15,7,4,0.5714285714285714,36.93,2,33.81,5,1,1,1.0,request_alternative_payment,0,0.0
1455.65,insufficient_funds,card,0.932,776,20,1,1,1.0,16.12,1,26.64,20,3,3,1.0,retry_later,1,1455.65
2458.44,expired_card,upi,0.824,388,19,6,5,0.8333333333333334,71.65,0,8.11,10,2,2,1.0,retry_now,0,0.0
2310.92,card_declined,upi,0.693,315,22,6,3,0.5,1.84,1,5.64,18,1,0,0.0,request_card_update,1,2310.92
2987.33,network_error,card,0.729,646,21,4,4,1.0,3.52,2,20.15,17,2,1,0.5,retry_now,1,2987.33
8307.9,expired_card,card,0.84,330,16,2,2,1.0,3.66,0,41.31,16,1,1,1.0,retry_now,1,8307.9
4367.95,network_error,card,0.894,102,19,2,2,1.0,40.15,0,46.99,5,2,2,1.0,retry_now,1,4367.95
5850.65,card_declined,wallet,0.79,341,18,5,5,1.0,69.1,1,1.37,11,1,1,1.0,request_alternative_payment,1,5850.65
1877.6,card_declined,netbanking,0.522,238,18,7,6,0.8571428571428571,9.53,0,33.24,13,0,0,0.0,request_card_update,0,0.0
3456.04,network_error,upi,0.696,476,11,2,2,1.0,61.56,1,1.0,20,1,1,1.0,request_card_update,1,3456.04
7998.42,network_error,netbanking,0.93,712,15,1,1,1.0,4.63,1,11.64,8,4,2,0.5,retry_later,1,7998.42
8047.81,insufficient_funds,upi,0.655,859,23,11,5,0.45454545454545453,64.53,0,16.21,4,0,0,0.0,request_card_update,1,8047.81
2800.45,card_declined,netbanking,0.854,207,21,5,3,0.6,5.08,0,14.86,21,1,1,1.0,retry_now,1,2800.45
5690.33,expired_card,card,0.809,326,21,3,3,1.0,29.81,3,13.83,21,0,0,0.0,request_card_update,0,0.0
29035.41,network_error,card,0.742,354,14,6,4,0.6666666666666666,2.88,1,55.92,3,0,0,0.0,request_alternative_payment,0,0.0
4930.1,insufficient_funds,upi,0.721,602,18,9,8,0.8888888888888888,5.49,1,32.66,8,0,0,0.0,retry_now,1,4930.1
2871.65,card_declined,netbanking,0.919,444,12,1,1,1.0,19.67,2,3.36,5,1,1,1.0,request_alternative_payment,1,2871.65
4351.1,card_declined,netbanking,0.826,395,21,1,0,0.0,36.32,2,29.11,20,0,0,0.0,retry_later,0,0.0
5382.64,insufficient_funds,wallet,0.776,657,20,4,3,0.75,24.84,1,65.62,5,4,3,0.75,request_alternative_payment,0,0.0
4430.46,network_error,netbanking,0.947,309,13,0,0,0.0,3.98,1,56.04,21,1,1,1.0,retry_later,0,0.0
4876.14,card_declined,card,0.829,340,17,1,1,1.0,54.45,1,17.41,22,0,0,0.0,retry_later,0,0.0
1575.67,insufficient_funds,card,0.926,573,9,1,1,1.0,24.68,0,24.33,4,0,0,0.0,request_card_update,1,1575.67
2314.82,insufficient_funds,card,0.936,436,20,1,1,1.0,9.31,0,21.78,20,2,2,1.0,retry_now,1,2314.82
4436.96,expired_card,upi,0.789,431,28,6,4,0.6666666666666666,101.0,4,46.47,3,1,1,1.0,request_alternative_payment,0,0.0
4380.77,expired_card,upi,0.644,622,17,3,2,0.6666666666666666,33.9,0,12.11,12,0,0,0.0,retry_later,1,4380.77
3178.75,network_error,card,0.579,318,13,7,4,0.5714285714285714,23.52,0,17.27,1,3,2,0.6666666666666666,request_alternative_payment,1,3178.75
4339.79,expired_card,upi,0.796,825,17,3,3,1.0,24.94,2,39.21,13,0,0,0.0,retry_now,0,0.0
5250.11,expired_card,netbanking,0.899,352,11,3,2,0.6666666666666666,24.84,3,3.59,1,1,1,1.0,retry_now,0,0.0
10185.54,card_declined,card,0.722,356,23,10,6,0.6,66.7,1,27.22,20,4,4,1.0,retry_later,0,0.0
4618.49,insufficient_funds,upi,0.63,229,18,7,6,0.8571428571428571,28.66,0,0.89,4,1,1,1.0,retry_now,1,4618.49
6880.7,network_error,card,0.833,310,19,5,4,0.8,8.17,0,1.3,6,0,0,0.0,retry_later,1,6880.7
3241.89,card_declined,upi,0.742,463,16,8,5,0.625,13.62,0,43.18,9,0,0,0.0,request_alternative_payment,0,0.0
7901.99,card_declined,upi,0.939,595,23,0,0,0.0,5.82,3,35.04,10,1,1,1.0,retry_later,1,7901.99
6753.24,expired_card,card,0.762,460,22,5,2,0.4,8.48,2,7.59,15,1,1,1.0,request_card_update,1,6753.24
9995.07,insufficient_funds,upi,0.771,276,21,3,3,1.0,80.15,2,29.66,11,0,0,0.0,request_alternative_payment,0,0.0
8848.13,expired_card,upi,0.475,358,22,16,5,0.3125,0.5,0,17.94,20,3,2,0.6666666666666666,retry_now,1,8848.13
8007.88,card_declined,card,0.803,219,21,7,7,1.0,27.21,1,16.74,13,1,1,1.0,retry_later,1,8007.88
4621.43,insufficient_funds,netbanking,0.582,484,22,7,3,0.42857142857142855,27.29,0,10.28,23,1,0,0.0,retry_now,1,4621.43
6082.34,expired_card,netbanking,0.611,422,18,4,2,0.5,51.78,1,23.41,22,2,2,1.0,request_card_update,0,0.0
11707.68,network_error,upi,0.789,690,17,5,5,1.0,19.01,1,7.92,11,0,0,0.0,request_card_update,0,0.0
2967.67,card_declined,card,0.903,236,19,1,1,1.0,2.61,1,13.83,19,2,2,1.0,request_alternative_payment,1,2967.67
3024.4,card_declined,card,0.774,764,16,4,4,1.0,85.63,1,65.47,19,1,0,0.0,retry_now,1,3024.4
5781.04,insufficient_funds,card,0.775,214,16,6,4,0.6666666666666666,59.3,0,45.65,5,0,0,0.0,retry_later,1,5781.04
6970.32,insufficient_funds,card,0.884,569,17,1,1,1.0,34.12,1,33.76,7,1,1,1.0,retry_later,1,6970.32
2586.1,insufficient_funds,upi,0.913,876,18,4,4,1.0,31.34,0,7.14,15,0,0,0.0,request_card_update,1,2586.1
4709.72,insufficient_funds,wallet,0.641,276,21,7,4,0.5714285714285714,65.43,0,77.54,14,2,2,1.0,request_card_update,1,4709.72
4637.79,insufficient_funds,card,0.541,376,15,6,2,0.3333333333333333,40.53,2,36.34,9,0,0,0.0,request_alternative_payment,0,0.0
849.77,card_declined,upi,0.818,242,15,4,3,0.75,26.48,0,4.18,2,1,0,0.0,retry_later,0,0.0
4194.45,insufficient_funds,upi,0.826,281,20,3,2,0.6666666666666666,16.12,0,0.25,16,5,5,1.0,request_alternative_payment,1,4194.45
4408.72,card_declined,upi,0.8,139,24,2,2,1.0,81.05,0,2.34,3,1,1,1.0,retry_now,1,4408.72
4398.24,insufficient_funds,netbanking,0.95,249,18,2,2,1.0,35.28,1,12.88,7,1,1,1.0,request_card_update,1,4398.24
15520.62,insufficient_funds,card,0.824,269,18,1,1,1.0,4.5,1,57.11,2,1,0,0.0,retry_now,0,0.0
1890.42,expired_card,upi,0.501,840,14,8,5,0.625,16.38,2,10.8,19,2,1,0.5,request_alternative_payment,1,1890.42
2585.04,expired_card,card,0.89,280,12,0,0,0.0,27.53,4,34.18,0,0,0,0.0,retry_now,0,0.0
618.59,network_error,card,0.927,711,15,1,1,1.0,2.89,1,1.28,2,1,1,1.0,request_card_update,0,0.0
3403.16,insufficient_funds,upi,0.735,275,19,6,4,0.6666666666666666,20.99,0,23.77,7,1,0,0.0,request_card_update,1,3403.16
3643.42,network_error,card,0.698,373,16,8,7,0.875,3.25,0,15.82,18,3,1,0.3333333333333333,request_card_update,1,3643.42
3324.96,insufficient_funds,card,0.863,470,15,3,2,0.6666666666666666,9.86,2,35.15,8,2,2,1.0,retry_now,1,3324.96
12128.76,card_declined,card,0.735,578,17,1,1,1.0,17.81,1,19.72,12,1,1,1.0,request_alternative_payment,1,12128.76
9953.58,expired_card,card,0.559,165,20,7,5,0.7142857142857143,81.37,2,19.44,23,0,0,0.0,retry_now,1,9953.58
5321.33,card_declined,card,0.851,267,20,2,2,1.0,47.53,0,36.61,19,0,0,0.0,retry_now,0,0.0
3717.11,expired_card,card,0.868,638,19,2,2,1.0,30.34,0,35.17,6,3,3,1.0,request_card_update,0,0.0
11363.31,network_error,card,0.79,324,24,5,3,0.6,6.98,3,8.9,21,1,1,1.0,retry_now,1,11363.31
